,budget,genres,popularity,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,Number_Genres
231,115000000,Animation,106.815545,Walt Disney Pictures,2001-11-01,562816256,92.0,"Monsters, Inc.",7.5,5996,3
232,120000000,Action,15.953444000000001,Twentieth Century Fox Film Corporation,2013-07-23,415440673,126.0,The Wolverine,6.3,4053,4
233,115000000,Adventure,54.035265,Lucasfilm,1999-05-19,924317558,136.0,Star Wars: Episode I - The Phantom Menace,6.3,4432,3
234,135000000,Adventure,64.18332099999999,DreamWorks Animation,2013-03-20,585178928,98.0,The Croods,6.8,2399,5
235,97250400,Fantasy,20.344364000000002,Constantin Film,2008-01-13,132900000,116.0,Asterix at the Olympic Games,5.0,471,4
236,115000000,Drama,18.714197,Lion Rock Productions,2002-06-14,77628265,134.0,Windtalkers,5.8,341,4
237,115000000,Action,60.467983999999994,Universal Pictures,2016-04-06,164602163,114.0,The Huntsman: Winter's War,6.0,1523,3
238,125000000,Science Fiction,143.350376,Paramount Pictures,2014-08-07,477200000,101.0,Teenage Mutant Ninja Turtles,5.8,2636,5
239,105000000,Science Fiction,110.153618,Warner Bros.,2013-09-27,716392705,91.0,Gravity,7.3,5751,3
240,116000000,Action,16.90444,Universal Pictures,1997-02-07,178127760,108.0,Dante's Peak,5.7,428,3
241,135000000,Fantasy,39.873791,Paramount Pictures,2016-06-01,245623848,112.0,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963,4
242,120000000,Action,38.126095,Twentieth Century Fox Film Corporation,2015-08-05,167977596,100.0,Fantastic Four,4.4,2278,3
243,110000000,Action,48.780039,Ingenious Film Partners,2006-10-20,574480841,108.0,Night at the Museum,6.3,2862,5
244,110000000,Action,100.412364,New Line Cinema,2015-05-27,470490832,114.0,San Andreas,6.0,2968,3
245,110000000,Adventure,42.887121,Eon Productions,1997-12-11,333011068,119.0,Tomorrow Never Dies,6.0,925,3
246,110000000,Drama,23.657284,Centropolis Entertainment,2000-06-28,215294342,165.0,The Patriot,6.8,1099,4
247,110000000,Thriller,76.840712,Village Roadshow Pictures,2004-12-09,362744280,125.0,Ocean's Twelve,6.4,2124,2
248,110000000,Action,44.635452,Weed Road Pictures,2005-06-07,478207520,120.0,Mr. & Mrs. Smith,6.5,2965,4
249,110000000,Adventure,103.71838699999999,Summit Entertainment,2015-03-18,295238201,119.0,Insurgent,6.2,3829,3
250,116000000,Drama,45.616098,Miramax Films,2004-12-17,102000000,170.0,The Aviator,7.0,1489,1
251,112000000,Comedy,22.845143,Twentieth Century Fox Film Corporation,2010-12-25,237382724,85.0,Gulliver's Travels,4.9,621,1
252,120000000,Action,31.703608000000003,Original Film,2011-01-12,227817248,119.0,The Green Hornet,5.5,1251,3
253,110000000,Action,71.51059599999999,Legendary Pictures,2014-03-05,337580051,102.0,300: Rise of an Empire,6.1,2397,2
254,110000000,Animation,36.65422,Columbia Pictures,2011-07-29,563749323,103.0,The Smurfs,5.5,1179,5
255,110000000,Animation,19.625972,Walt Disney Pictures,2004-04-02,103951461,76.0,Home on the Range,5.7,389,2
256,110000000,Adventure,86.105615,Summit Entertainment,2016-03-09,179246868,121.0,Allegiant,5.9,1998,2
257,110000000,Action,37.195046000000005,DreamWorks SKG,2011-09-28,299268508,127.0,Real Steel,6.6,2692,3
258,105000000,Fantasy,32.473628000000005,Columbia Pictures,2013-07-30,347434178,105.0,The Smurfs 2,5.5,695,4
259,160000000,Action,23.336875,Twentieth Century Fox Film Corporation,1997-06-13,164508066,121.0,Speed 2: Cruise Control,4.1,434,3
260,110000000,Science Fiction,45.94834,Summit Entertainment,2013-10-23,125537191,114.0,Ender's Game,6.6,2303,3
261,110000000,Action,48.933370000000004,Ingenious Film Partners,2007-06-20,383531464,128.0,Live Free or Die Hard,6.4,2089,2
262,93000000,Adventure,138.049577,WingNut Films,2001-12-18,871368364,178.0,The Lord of the Rings: The Fellowship of the Ring,8.0,8705,3
263,110000000,Action,22.643776000000003,Studio Babelsberg,2004-06-16,72178895,120.0,Around the World in 80 Days,5.7,672,3
264,107000000,Drama,18.866672,Columbia Pictures Corporation,2001-12-11,87713825,157.0,Ali,6.7,447,1
265,0,Comedy,18.251129000000002,Imagine Entertainment,2003-11-21,0,82.0,The Cat in the Hat,4.9,366,3
266,120000000,Action,95.914473,Twentieth Century Fox Film Corporation,2004-07-15,347234916,115.0,"I, Robot",6.7,3793,2
267,130000000,Drama,44.490453,Studio Babelsberg,2005-05-03,211643158,144.0,Kingdom of Heaven,6.6,1157,5
268,133000000,Animation,30.475296999999998,Columbia Pictures Corporation,1999-12-17,300135367,84.0,Stuart Little,5.8,959,4
269,105000000,Romance,62.479574,Walt Disney Pictures,2009-12-08,267045765,97.0,The Princess and the Frog,6.7,1247,4
270,108000000,Drama,167.93287,Twentieth Century Fox Film Corporation,2015-09-30,630161890,141.0,The Martian,7.6,7268,3
271,126000000,Action,37.68056,DreamWorks SKG,2005-07-20,162949164,136.0,The Island,6.5,1770,4
272,90000000,Comedy,1.004579,New Line Cinema,2001-04-27,10372291,104.0,Town & Country,3.7,16,2
273,90000000,Action,52.995628,Jerry Bruckheimer Films,2000-06-09,237202299,118.0,Gone in Sixty Seconds,6.1,1485,3
274,103000000,Action,95.301296,DreamWorks SKG,2000-05-01,457640427,155.0,Gladiator,7.9,5439,3
275,102000000,Action,65.948959,DreamWorks SKG,2002-06-20,358372926,145.0,Minority Report,7.1,2608,4
276,100000000,Adventure,132.397737,1492 Pictures,2002-11-13,876688482,161.0,Harry Potter and the Chamber of Secrets,7.4,5815,3
277,150000000,Adventure,88.935165,Eon Productions,2006-11-14,599045960,144.0,Casino Royale,7.3,3855,3
278,100000000,Thriller,51.188633,Twentieth Century Fox Film Corporation,2001-07-25,362211740,119.0,Planet of the Apes,5.6,1243,4
279,100000000,Action,101.74155,Lightstorm Entertainment,1991-07-01,520000000,137.0,Terminator 2: Judgment Day,7.7,4185,3
280,80000000,History,33.691694,Universal Pictures,2009-07-01,214104620,140.0,Public Enemies,6.5,1344,3
281,100000000,Drama,42.361215,Imagine Entertainment,2007-11-02,266465037,157.0,American Gangster,7.4,1502,2
282,115000000,Action,38.729418,Twentieth Century Fox Film Corporation,1994-07-14,378882411,141.0,True Lies,6.8,1116,2
283,100000000,Thriller,40.597856,Columbia Pictures,2009-06-11,150166126,106.0,The Taking of Pelham 1 2 3,6.2,954,3
284,100000000,Comedy,32.389353,Paramount Pictures,2010-12-21,310650585,98.0,Little Fockers,5.4,1060,2
285,100000000,Action,24.399642,Columbia Pictures,2010-08-06,170432927,107.0,The Other Guys,6.1,1383,3
286,100000000,Action,24.507987,Kopelson Entertainment,1996-06-21,242295562,115.0,Eraser,5.6,543,4
287,100000000,Drama,82.121691,Columbia Pictures,2012-12-25,425368238,165.0,Django Unchained,7.8,10099,2
288,100000000,Drama,46.727940999999994,Walt Disney Pictures,1996-06-21,100138851,91.0,The Hunchback of Notre Dame,6.8,1129,3
289,100000000,Adventure,51.113717,Walt Disney Pictures,2000-12-09,169327687,78.0,The Emperor's New Groove,7.2,1490,5
290,100000000,Action,53.73289200000001,Nu Image Films,2012-08-08,312573423,103.0,The Expendables 2,6.1,2896,3
291,100000000,Adventure,58.849256000000004,Walt Disney Pictures,2004-11-19,347451894,131.0,National Treasure,6.4,1926,4
292,100000000,Fantasy,30.863434,Ingenious Film Partners,2006-12-14,249288105,104.0,Eragon,4.9,967,4
293,100000000,Family,31.586215000000003,Village Roadshow Pictures,2009-10-16,100086793,101.0,Where the Wild Things Are,6.4,572,2
294,100000000,Animation,36.711378,Blue Sky Studios,2013-05-15,268426634,102.0,Epic,6.4,1121,4
295,100000000,Action,41.426678,Columbia Pictures,2010-12-08,278731369,103.0,The Tourist,6.0,1699,3
296,100000000,Action,20.652943,Beacon Communications,1999-11-24,211989043,121.0,End of Days,5.5,482,4
297,100000000,Drama,52.792678,Bedford Falls Productions,2006-12-07,170877916,143.0,Blood Diamond,7.3,2281,3
298,100000000,Crime,95.00793399999999,Paramount Pictures,2013-12-25,392000694,180.0,The Wolf of Wall Street,7.9,6571,3
299,100000000,Action,48.205606,Warner Bros.,1995-05-31,336529144,121.0,Batman Forever,5.2,1498,3
300,105000000,Adventure,58.782359,TriStar Pictures,1997-11-06,121214377,129.0,Starship Troopers,6.7,1560,4
301,102000000,Drama,73.872343,Anarchos Productions,2012-10-26,130482868,172.0,Cloud Atlas,6.6,2977,2
302,80000000,Animation,37.321847999999996,Village Roadshow Pictures,2010-07-10,140073390,97.0,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703,4
303,100000000,Action,32.271938,Village Roadshow Pictures,2004-07-22,82102379,104.0,Catwoman,4.2,808,2
304,100000000,Action,76.842247,Paramount Pictures,2014-07-23,243400000,99.0,Hercules,5.6,1680,2
305,140000000,Adventure,38.924136,Walt Disney Pictures,2002-11-26,109578115,95.0,Treasure Planet,7.2,948,5
306,100000000,Adventure,19.38841,Universal Pictures,2009-06-05,68688831,102.0,Land of the Lost,5.3,381,3
307,90000000,Action,61.025639,Davis-Films,2014-08-04,206172544,127.0,The Expendables 3,6.1,1795,3
308,105000000,Action,33.507289,Studio Babelsberg,2015-12-03,133718711,114.0,Point Break,5.5,783,3
309,84000000,Fantasy,17.815595000000002,New Line Cinema,2005-02-18,0,94.0,Son of the Mask,3.6,338,4
310,100000000,Thriller,50.767332,Imagine Entertainment,2015-11-20,93820758,122.0,In the Heart of the Sea,6.5,1276,5
311,100000000,Action,12.092241,Village Roadshow Pictures,2002-08-15,7103973,95.0,The Adventures of Pluto Nash,4.4,142,3
312,100000000,War,30.254021,Universal Pictures,2010-03-11,94882889,115.0,Green Zone,6.4,717,5
313,99000000,Animation,34.308098,Blue Sky Studios,2015-11-05,246233113,88.0,The Peanuts Movie,6.5,604,1
314,10000000,Crime,3.091077,Jean Doumanian Productions,1997-09-08,13835130,110.0,The Spanish Prisoner,7.1,73,4
315,98000000,Adventure,41.862983,Universal Pictures,2001-04-28,433013274,130.0,The Mummy Returns,6.0,2206,3
316,100000000,Drama,46.160047999999996,Miramax Films,2002-12-14,193772504,167.0,Gangs of New York,7.1,1910,3
317,94000000,Drama,12.516546,Beijing New Picture Film Co. Ltd.,2011-12-15,95311434,145.0,The Flowers of War,7.1,187,3
318,85000000,Animation,23.230851,Columbia Pictures,2007-06-08,149044513,85.0,Surf's Up,5.9,601,3
319,90000000,Action,19.224754,Paramount Pictures,2004-06-10,102000000,93.0,The Stepford Wives,5.4,334,3
320,92000000,Action,44.455166,Jerry Bruckheimer Films,2001-12-28,172989651,144.0,Black Hawk Down,7.2,1811,3
321,0,Comedy,16.460356,Everyman Pictures,2012-08-09,104907746,85.0,The Campaign,5.6,578,1
322,90000000,Adventure,109.528572,Columbia Pictures,1997-05-07,263920180,126.0,The Fifth Element,7.3,3885,5
323,100000000,Comedy,18.325897,New Line Cinema,2010-05-26,288347692,146.0,Sex and the City 2,5.4,426,3
324,95000000,Adventure,37.054553999999996,DreamWorks SKG,2000-03-31,76432727,89.0,The Road to El Dorado,7.0,858,4
325,95000000,Animation,65.22986800000001,Blue Sky Studios,2012-06-26,877244782,88.0,Ice Age: Continental Drift,6.2,2672,4
326,95000000,Romance,101.18705200000001,Walt Disney Pictures,2015-03-12,543514353,105.0,Cinderella,6.7,2374,4
327,65000000,Fantasy,29.257137,WingNut Films,2009-12-26,93525586,136.0,The Lovely Bones,6.6,1065,2
328,94000000,Animation,85.688789,Pixar Animation Studios,2003-05-30,940335536,100.0,Finding Nemo,7.6,6122,2
329,94000000,Adventure,123.63033200000001,WingNut Films,2003-12-01,1118888979,201.0,The Lord of the Rings: The Return of the King,8.1,8064,3
330,79000000,Adventure,106.914973,WingNut Films,2002-12-18,926287400,179.0,The Lord of the Rings: The Two Towers,8.0,7487,3
331,95000000,Adventure,63.628459,Legendary Pictures,2014-12-12,114178613,102.0,Seventh Son,5.2,957,2
332,115000000,Adventure,41.498631,Paramount Pictures,2001-06-11,274703340,100.0,Lara Croft: Tomb Raider,5.7,2192,4
333,100000000,Thriller,58.991388,Alcon Entertainment,2014-04-16,103039258,119.0,Transcendence,5.9,2295,4
334,93000000,Adventure,1.859364,Universal Studios,2001-07-18,368780809,92.0,Jurassic Park III,5.7,2077,4
335,93000000,Thriller,138.433168,Ingenious Film Partners,2011-08-03,482860185,105.0,Rise of the Planet of the Apes,7.0,4347,4
336,90000000,Adventure,21.436682,Paramount Pictures,2008-02-14,162839667,95.0,The Spiderwick Chronicles,6.3,572,3
337,92000000,Action,65.40259499999999,Ingenious Media,2013-02-06,304654182,98.0,A Good Day to Die Hard,5.2,3493,2
338,145000000,Western,10.660441,Imagine Entertainment,2004-04-07,25819961,137.0,The Alamo,5.8,106,3
339,92000000,Action,77.817571,Walt Disney Pictures,2004-11-05,631442092,115.0,The Incredibles,7.4,5152,4
340,98000000,Action,7.029308,Le Studio Canal+,1995-12-22,10017322,119.0,Cutthroat Island,5.7,136,2
341,95000000,Adventure,61.121717000000004,Ingenious Film Partners,2010-02-01,226497209,118.0,Percy Jackson & the Olympians: The Lightning Thief,6.0,2010,3
342,90000000,Action,104.121555,Amblin Entertainment,1997-07-02,589390539,98.0,Men in Black,6.9,4412,4
343,90000000,Animation,73.575118,Pixar Animation Studios,1999-10-30,497366869,92.0,Toy Story 2,7.3,3806,3
344,100000000,Action,37.698465,Twentieth Century Fox Film Corporation,2010-11-04,167805466,98.0,Unstoppable,6.3,1165,2
345,90000000,Action,35.814765,New Line Cinema,2001-08-03,347325802,90.0,Rush Hour 2,6.4,1054,4
346,100000000,Drama,15.835672,DreamWorks SKG,2000-07-21,155464351,130.0,What Lies Beneath,6.3,488,4
347,100000000,Animation,46.781182,Columbia Pictures,2009-09-17,242988466,90.0,Cloudy with a Chance of Meatballs,6.5,1747,3
348,90000000,Animation,69.457898,Blue Sky Studios,2009-06-29,886686817,94.0,Ice Age: Dawn of the Dinosaurs,6.5,2271,4
349,90000000,Adventure,43.348022,New Line Cinema,2013-12-18,188133322,114.0,The Secret Life of Walter Mitty,7.0,3144,4
350,92000000,Action,40.20395,Columbia Pictures,2000-11-02,264105545,98.0,Charlie's Angels,5.6,1232,5
351,90000000,Drama,63.429157,Vertigo Entertainment,2006-10-05,289847354,151.0,The Departed,7.9,4339,3
352,90000000,Animation,67.427755,Walt Disney Pictures,1998-06-18,304320254,88.0,Mulan,7.6,2008,3
353,92000000,Action,43.192048,DreamWorks SKG,2008-08-09,188072649,107.0,Tropic Thunder,6.5,1667,2
354,90000000,Thriller,47.651083,Columbia Pictures,2011-12-14,232617430,158.0,The Girl with the Dragon Tattoo,7.2,2434,4
355,90000000,Action,51.881077000000005,Twentieth Century Fox Film Corporation,1995-05-19,366101666,128.0,Die Hard: With a Vengeance,6.9,2066,2
356,90000000,Action,57.834787,Village Roadshow Pictures,2009-12-23,524028679,128.0,Sherlock Holmes,7.0,5766,4
357,100000000,Drama,29.608321999999998,Paramount Pictures,2016-08-17,94061311,125.0,Ben-Hur,5.3,621,1
358,120000000,Animation,51.548589,Walt Disney Pictures,2001-06-02,186053725,95.0,Atlantis: The Lost Empire,6.7,1224,4
359,0,Adventure,27.867368,Regency Enterprises,2015-12-17,233755553,92.0,Alvin and the Chipmunks: The Road Chip,5.8,428,4
360,75000000,Drama,38.832842,United Artists,2008-12-25,200276000,121.0,Valkyrie,6.7,1173,4
361,90000000,Comedy,40.597344,Columbia Pictures,2008-06-05,201596308,113.0,You Don't Mess with the Zohan,5.5,1048,2
362,88000000,Action,140.849495,Columbia Pictures,2015-07-16,243637091,105.0,Pixels,5.6,2513,3
363,100000000,Drama,34.035114,DreamWorks SKG,2001-06-29,235926552,146.0,A.I. Artificial Intelligence,6.8,1974,3
364,90000000,Thriller,16.302378,Walt Disney Pictures,2003-11-25,182290266,99.0,The Haunted Mansion,5.2,466,5
365,90000000,Drama,55.249433999999994,Warner Bros.,1997-07-11,171120329,150.0,Contact,7.2,1308,3
366,95000000,Action,28.200874,Columbia Pictures Corporation,2000-08-04,190213455,112.0,Hollow Man,5.6,634,3
367,80000000,Crime,18.69984,Universal Pictures,2005-04-08,162944923,128.0,The Interpreter,6.2,392,2
368,90000000,Adventure,40.262260999999995,1492 Pictures,2013-08-07,174578751,106.0,Percy Jackson: Sea of Monsters,5.9,1648,3
369,95000000,Action,56.81105600000001,Paramount Pictures,2003-07-21,156505388,117.0,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,4
370,90000000,Action,51.535701,Summit Entertainment,2016-06-02,334901337,129.0,Now You See Me 2,6.7,3235,6
371,68000000,Thriller,20.913852,Paramount Pictures,1997-04-03,118063304,116.0,The Saint,5.9,302,5
372,92000000,Action,27.166757,Universal Pictures,2001-11-18,143049560,126.0,Spy Game,6.8,579,3
373,90000000,Science Fiction,16.058284,Spyglass Entertainment,2000-03-10,60874615,114.0,Mission to Mars,5.7,369,1
374,90000000,Animation,46.200041999999996,Blue Sky Studios,2011-04-03,484635760,96.0,Rio,6.5,2166,4
375,100000000,Comedy,24.939295,Laurence Mark Productions,1999-12-17,93700000,131.0,Bicentennial Man,6.9,963,2
376,90000000,Science Fiction,19.836123999999998,Twentieth Century Fox Film Corporation,1997-04-25,0,104.0,Volcano,5.2,376,4
377,90000000,Crime,15.350451000000001,Columbia Pictures,1997-03-12,140807547,107.0,The Devil's Own,5.9,290,3
378,100000000,Drama,15.625948999999999,Paramount Pictures,2002-07-19,35168966,138.0,K-19: The Widowmaker,6.1,264,3
379,20000000,Adventure,31.802807,Universal Pictures,1982-04-02,79114085,129.0,Conan the Barbarian,6.6,650,3
380,88000000,Romance,24.100863,Miramax Films,2005-06-02,108539911,144.0,Cinderella Man,7.3,616,3
381,90000000,Fantasy,3.593349,Vnesheconombank,2010-11-24,16178959,110.0,The Nutcracker: The Untold Story,5.4,50,3
382,87000000,Drama,14.824166,Universal Pictures,2003-07-22,148336445,141.0,Seabiscuit,6.7,216,2
383,92000000,Action,32.079995000000004,Universal Pictures,1996-05-10,494471524,113.0,Twister,6.1,950,3
384,90000000,Adventure,57.739713,DreamWorks SKG,2000-12-22,429632142,143.0,Cast Away,7.5,3218,2
385,100000000,Animation,37.272385,Kennedy Miller Productions,2006-11-16,384335608,108.0,Happy Feet,5.9,1410,2
386,75000000,Action,53.213931,Universal Pictures,2004-07-23,288500217,108.0,The Bourne Supremacy,7.2,2825,3
387,85000000,Action,36.38795,Columbia Pictures Corporation,1997-07-25,315156409,124.0,Air Force One,6.2,840,2
388,85000000,Thriller,60.929352,Village Roadshow Pictures,2001-12-07,450717150,116.0,Ocean's Eleven,7.2,3783,2
389,75000000,Adventure,36.605246,Impact Pictures,2011-08-31,132274484,110.0,The Three Musketeers,5.6,924,3
390,85000000,Animation,56.257411,Columbia Pictures,2012-09-20,358375603,91.0,Hotel Transylvania,6.8,2566,4
391,85000000,Comedy,29.21998,Walt Disney Pictures,2007-11-20,340487652,107.0,Enchanted,6.6,1449,4
392,85000000,Action,34.773106,Universal Pictures,2012-02-09,208076205,115.0,Safe House,6.3,1345,2
393,85000000,Comedy,9.895061,Walt Disney Pictures,2000-10-07,183611771,100.0,102 Dalmatians,5.1,313,2
394,75000000,Action,36.743324,Universal Pictures,2011-11-02,152930623,104.0,Tower Heist,5.8,932,2
395,85000000,Comedy,44.967453000000006,Columbia Pictures,2006-12-08,194168700,136.0,The Holiday,6.7,1225,2
396,90000000,Action,41.207568,Jerry Bruckheimer Films,1998-11-20,250649836,132.0,Enemy of the State,6.7,1240,3
397,85000000,Comedy,16.479851,Universal Pictures,2009-12-23,219103655,121.0,It's Complicated,6.2,360,2
398,85000000,Crime,42.069993,Village Roadshow Pictures,2007-06-07,311312624,122.0,Ocean's Thirteen,6.5,1999,2
399,85000000,Adventure,26.61951,Sony Pictures Animation,2006-09-29,197309027,83.0,Open Season,6.1,656,3
400,85000000,Adventure,80.316463,Summit Entertainment,2014-03-14,288747895,139.0,Divergent,6.9,4663,3
401,68000000,War,41.273567,Paramount Pictures,2001-03-13,96976270,131.0,Enemy at the Gates,7.2,999,1
402,85000000,Adventure,24.107835,Columbia Pictures,2003-09-26,80916492,104.0,The Rundown,6.4,514,4
403,85000000,Adventure,32.044191,Columbia Pictures Corporation,1993-06-18,137298489,130.0,Last Action Hero,6.1,712,5
